影片,导演,编剧,主演,类型,国家/地区,语言,上映日期
少女革命：思春期默示录,几原邦彦,榎户洋司,川上伦子;渊崎由里子;子安武人;三石琴乃;久川绫;草尾毅;西原久美子;及川光博,剧情;喜剧;动作;动画;奇幻;冒险,日本,英语 / 日语,1999/8/14
鲁邦三世：爱的记号，不二子的倒霉日子,ワタナベシンイチ;藤田伸三,加藤一彦,栗田贯一;小林清志;纳谷悟郎;户田惠子;森山周一郎;千叶繁;青森伸 Shin Aomori;楠大典;岩田安生;坂东尚树;坪井智浩;樫井笙人 Kashii Shouto;横尾博之 Yokoo Hiroyuki;加濑康之;增山江威子;井上真树夫,喜剧;动画;悬疑;惊悚;奇幻;冒险,日本,英语 / 日语,1999/7/30
绘画抑制9,马修·巴尼,,马修·巴尼;比约克;Mayumi Miyata,奇幻,美国 / 日本,英语 / 日语 / Icelandic,2005/9/16
盗梦空间,克里斯托弗·诺兰,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥;约瑟夫·高登-莱维特;艾伦·佩吉;汤姆·哈迪;渡边谦;迪利普·劳;基里安·墨菲;汤姆·贝伦杰;玛丽昂·歌迪亚;皮特·波斯尔思韦特;迈克尔·凯恩;卢卡斯·哈斯;李太力;克莱尔·吉尔蕾;马格努斯·诺兰;泰勒·吉蕾;乔纳森·吉尔;水源士郎;冈本玉二;厄尔·卡梅伦;瑞恩·海沃德;米兰达·诺兰;拉什·费加;蒂姆·科勒赫;妲露拉·莱莉,剧情;科幻;悬疑;冒险,美国 / 英国,英语 / 日语 / 法语,2010-09-01(中国大陆);2010-07-16(美国)
特种部队：眼镜蛇的崛起,斯蒂芬·索莫斯,斯图尔特·贝亚蒂耶;大卫·艾略特;保罗·洛维特,查宁·塔图姆;西耶娜·米勒;约瑟夫·高登-莱维特;马龙·韦恩斯;丹尼斯·奎德;李秉宪;克里斯托弗·埃克莱斯顿;布兰登·费舍;阿诺德·沃斯洛;瑞秋·尼科尔斯,动作;科幻;惊悚;冒险,美国 / 捷克,英语 / 日语 / 法语 / 苏格兰盖尔语,2009-08-07(美国/中国大陆);2009-07-27(东京首映)
自杀小队,大卫·阿耶,大卫·阿耶;罗伯特·坎耐尔;罗斯·安德鲁;约翰·奥斯特兰德,威尔·史密斯;杰瑞德·莱托;玛格特·罗比;乔尔·金纳曼;维奥拉·戴维斯;本·阿弗莱克;杰·科特尼;卡拉·迪瓦伊;杰伊·埃尔南德斯;斯科特·伊斯特伍德;阿德沃尔·阿吉纽依-艾格拜吉;埃兹拉·米勒;科曼;亚当·比奇;吉姆·帕拉克;伊克·巴里霍尔兹;亚历克斯·梅拉兹;凯伦·福原;雷蒙德·奥鲁巴维尔,动作;犯罪;奇幻,美国,英语 / 日语 / 西班牙语,2016-08-05(美国)
异星觉醒,丹尼尔·伊斯皮诺萨,略特·里斯;保罗·韦尼克,杰克·吉伦哈尔;丽贝卡·弗格森;瑞安·雷诺兹;真田广之;阿利安·巴克瑞;奥尔加·戴维克娜雅;大卫·梅尔;伊莉莎白·巴尔加斯;卡米尔·沃伦-泰勒;森尚子;亚历山大·阮;希·伍辛,科幻;惊悚;恐怖,美国,英语 / 日语 / 越南语,2017-05-19(中国大陆);2017-03-18(西南偏南电影节);2017-03-24(美国)
环太平洋,吉尔莫·德尔·托罗,特拉维斯·比彻姆;吉尔莫·德尔·托罗,查理·汉纳姆;菊地凛子;伊德里斯·艾尔巴;查理·戴;朗·普尔曼;罗伯特·卡辛斯基;马克斯·马蒂尼;伯恩·戈曼;小克利夫顿·克林斯;芦田爱菜;迪亚哥·克莱特霍夫;希瑟·多克森;罗伯特·梅耶;刘智福;刘智满;刘智堂,动作;科幻;冒险,美国,英语 / 日语 / 粤语 / 汉语普通话 / 俄语,2013-07-31(中国大陆);2013-07-12(美国)
黑森灵,大卫·布鲁克纳,乔·巴顿;亚当·奈韦尔,拉菲·斯波;阿舍尔·阿里;罗伯·詹姆斯-克里尔;山姆·特劳顿;保罗·雷德;马修·尼达姆;雅各布·詹姆斯·贝西克;玛丽亚·厄沃尔特;希拉里·李维斯;彼得·利德尔;弗朗西丝卡·穆拉;克丽·麦克莱恩;赞恩·加库,惊悚;恐怖,英国,英语 / 瑞典语,2017-09-08(多伦多电影节);2017-10-13(英国)
方形,鲁本·奥斯特伦德,鲁本·奥斯特伦德,克拉斯·邦;伊丽莎白·莫斯;多米尼克·威斯特;泰瑞·诺塔里;克里斯托弗·莱索;玛丽娜·希彭蔻,剧情,瑞典 / 德国 / 法国 / 丹麦,英语 / 瑞典语 / 丹麦语,2017-05-20(戛纳电影节);2017-08-25(瑞典)
碟中谍5：神秘国度,克里斯托弗·麦奎里,克里斯托弗·麦奎里;德鲁·皮尔斯;布鲁斯·盖勒,汤姆·克鲁斯;杰瑞米·雷纳;西蒙·佩吉;丽贝卡·弗格森;文·瑞姆斯;西恩·哈里斯;西蒙·迈克伯尼;张静初;汤姆·霍兰德;延斯·赫尔腾;亚历克·鲍德温;亚历克·乌特戈夫;赫敏·科菲尔德;阿美莉嘉·奥利沃;拉斯科·阿特金斯;肖恩·克罗宁;明格斯·约翰斯顿,动作;惊悚;冒险,美国 / 香港 / 中国大陆,英语 / 瑞典语 / 德语,2015-09-08(中国大陆);2015-07-31(美国)
银河护卫队,詹姆斯·古恩,詹姆斯·古恩;尼科尔·帕尔曼;丹·阿布内特;安迪·兰宁,克里斯·普拉特;佐伊·索尔达娜;布莱德利·库珀;范·迪塞尔;戴夫·巴蒂斯塔;李·佩斯;迈克尔·鲁克;凯伦·吉兰;杰曼·翰苏;本尼西奥·德尔·托罗;约翰·C·赖利;格伦·克洛斯;劳拉·哈德克;肖恩·古恩;彼得·塞拉菲诺威茨;埃米特·斯坎伦;奥菲利亚·拉维邦德,动作;科幻;冒险,美国 / 英国,英语 / 萨卡语,2014-10-10(中国大陆);2014-07-21(洛杉矶首映);2014-08-01(美国)
美好的一天,费尔南多·莱昂·德·阿拉诺亚,费尔南多·莱昂·德·阿拉诺亚;保拉·法里亚斯;迭戈·法里亚斯,本尼西奥·德尔·托罗;欧嘉·柯瑞兰寇;蒂姆·罗宾斯;梅兰尼·蒂埃里;塞尔希·洛佩斯;蒙坦·瑟贝尔;菲迪迦·斯图肯;弗兰克·费斯;伊文·波尔克;戈兰·戈杰克;马特·古林,剧情;喜剧;战争,西班牙,英语 / 塞尔维亚语 / 西班牙语 / 法语,2015-05-16(戛纳电影节);2015-08-28(西班牙)
山河故人,贾樟柯,贾樟柯,赵涛;张译;梁景东;董子健;张艾嘉;荣梓杉;梁永浩;刘陆;原文倩,剧情;家庭,中国大陆 / 法国 / 日本,英语 / 山西话 / 汉语普通话 / 上海话,2015-10-30(中国大陆);2015-05-20(戛纳电影节)
神奇队长,马特·罗斯,马特·罗斯,维果·莫腾森;乔治·麦凯;萨曼莎·伊斯莱尔;安娜丽丝·巴索;尼古拉斯·汉密尔顿;席瑞·克鲁克斯;查理·肖特韦尔;崔恩·米勒;凯瑟琳·哈恩;史蒂夫·茨恩;以利亚·史蒂文森;泰迪·范·依;艾琳·莫里亚蒂;米西·派勒;弗兰克·兰格拉,剧情;喜剧;家庭,美国,英语 / 世界语 / 汉语普通话,2016-01-23(圣丹斯电影节);2016-07-08(美国)
普罗米修斯,雷德利·斯科特,达蒙·林德洛夫;乔·斯派茨,劳米·拉佩斯;迈克尔·法斯宾德;查理兹·塞隆;伊德里斯·艾尔巴;盖·皮尔斯;罗根·马歇尔-格林;西恩·哈里斯;拉菲·斯波;埃蒙·埃利奥特;本尼迪克特·王;凯特·迪基;帕特里克·威尔森;露西·哈钦森,科幻;惊悚;冒险,美国 / 英国,英语 / 苏格兰盖尔语,2012-09-02(中国大陆);2012-06-08(美国)
天空之眼,加文·胡德,盖伊·希伯特,海伦·米伦;亚伦·保尔;艾伦·瑞克曼;巴克德·阿巴蒂;杰瑞米·诺森;伊恩·格雷;菲比·福克斯;阿曼·哈格伊;艾莎·塔蔻;理查德·麦凯布;卡尔·伯克斯;金·英吉尔布瑞奇;加文·胡德;约翰·赫夫南,剧情;战争,英国 / 南非,英语 / 索马里语,2017-01-13(中国大陆);2015-09-11(多伦多电影节);2016-03-11(美国);2016-04-15(英国)
菲利普船长,保罗·格林格拉斯,比利·雷;理查德·菲利普;斯蒂芬·泰尔利,汤姆·汉克斯;巴克德·阿巴蒂;巴哈德·阿布迪;法塞尔·阿迈德;马哈特·M·阿里;迈克尔·切鲁斯;克里·约翰逊;马克斯·马蒂尼;克里斯·马尔基;尤尔·瓦斯克斯;大卫·沃肖夫斯基,剧情;传记;犯罪;冒险,美国,英语 / 索马里语,2013-09-27(纽约电影节);2013-10-11(美国)
少年派的奇幻漂流,李安,扬·马特尔;大卫·麦基,苏拉·沙玛;伊尔凡·可汗;拉菲·斯波;阿迪勒·侯赛因;塔布;阿尤什·坦东;加塔姆·贝鲁尔;阿彦·汗;穆德·阿巴斯·卡勒里;维比什·希瓦库玛;热拉尔·德帕迪约;詹姆斯·塞托;俊·奈托;安德里亚·迪·斯戴法诺;沙拉万提·塞纳特;王柏杰;柯一正;黄健玮,剧情;奇幻;冒险,美国 / 台湾 / 英国 / 加拿大,英语 / 泰米尔语 / 法语 / 日语 / 印地语 / 汉语普通话,2012-11-22(中国大陆);2012-09-28(纽约电影节);2012-11-21(美国)
知无涯者,马特·布朗,马特·布朗;罗伯特·卡尼盖尔,杰瑞米·艾恩斯;戴夫·帕特尔;斯蒂芬·弗雷;托比·琼斯;杰瑞米·诺森;凯文·麦克纳利;沙扎德·拉蒂夫;德维卡·贝斯;阿兰·本特利;伊莱恩·考尔菲德;亚历山大·库珀;理查德·坎宁汉姆;罗杰·纳拉扬;尼古拉斯·阿格纽;罗曼·格林,剧情;传记,英国,英语 / 泰米尔语 / 梵语,2015-09-17(多伦多电影节);2016-04-08(英国)
印式英语,高里·辛蒂,高里·辛蒂,希里黛玉;阿迪勒·侯赛因;梅迪·内博;普莱亚·阿南德;Sulabha Deshpande;Michael Patrick Hoban;Sujatha Kumar;Navika Kotia;Shivansh Kotia;Cory Hibbs;拉杰夫·拉宾德拉纳特安;Maria Romano;萨米特·维亚斯;Ruth Aguilar;罗斯·内森,剧情;喜剧;家庭,印度,英语 / 泰米尔语 / 印地语 / 法语,2012-10-05(印度)
鬼屋,Rich Ragsdale,Kevin O'Sullivan;Jason Chase Tyrrell,丝柯·泰勒-考普顿;詹姆斯·兰德里·赫伯特;小马克·布恩;Michael S. New;Elana Krausz;Kevin Ragsdale;Russell Geoffrey Banks;Rich Lee Gray;Katrina Grey,惊悚;恐怖,泰国 / 美国,英语 / 泰语,2017-08-25(美国)
海啸奇迹,胡安·安东尼奥·巴亚纳,塞尔希奥·G·桑切斯;María Belón,娜奥米·沃茨;伊万·麦克格雷格;汤姆·赫兰德;萨缪尔·乔斯林;Oaklee Pendergast;杰拉丁·卓别林;玛尔塔·埃图拉;普洛伊·金达科特;索恩克·莫宁;约翰·桑德博格;道格拉斯·约翰逊;吉特·尤斯兰德;彼得·图灵斯坦;多米尼克·鲍尔,剧情;家庭;灾难,西班牙 / 美国,英语 / 泰语 / 瑞典语,2013-08-29(中国大陆);2012-10-11(西班牙)
仪式,米凯尔·哈弗斯特罗姆,迈克尔·彼得罗尼,安东尼·霍普金斯;科林·奥多霍诺;艾莉丝·布拉加;塞伦·希德;托比·琼斯;鲁特格尔·哈尔;玛塔·加丝蒂妮;克里斯·马奎特;托里·德维托;玛丽亚·卡兰;罗莎·别亚内达;Giampiero Ingrassia;塞奇莉亚·达齐;Attila Bardóczy,剧情;惊悚;恐怖,美国 / 匈牙利 / 意大利,英语 / 威尔士语 / 意大利语 / 拉丁语 / 俄语 / 匈牙利语,2011-01-28(美国)
大病,迈克尔·肖沃特,艾米丽·V·戈登;库梅尔·南贾尼,库梅尔·南贾尼;佐伊·卡赞;霍利·亨特;雷·罗马诺;阿努潘·凯尔;泽诺比娅·谢罗夫;阿迪勒·阿赫塔尔;博·伯翰;艾迪·布莱恩特;库尔特·布劳诺勒;维拉.洛弗尔;迈拉·卢克利希亚·泰勒;杰里米·萨默斯;大卫·艾兰·格里尔;艾德·赫伯斯特曼;琳达·伊蒙;马修·卡德罗普,喜剧;爱情,美国,英语 / 乌尔都语,2017-01-20(圣丹斯电影节);2017-07-14(美国)
维多利亚与阿卜杜勒,斯蒂芬·弗雷斯,李·哈尔;莎芭妮·巴苏,朱迪·丹奇;阿里·扎勒;蒂姆·皮戈特-史密斯;艾迪·伊扎德;阿迪勒·阿赫塔尔;迈克尔·刚本;保罗·希金斯;奥莉维亚·威廉姆斯;费奈拉·伍尔加;朱利安·沃德姆;罗宾·索恩斯;鲁斯·麦克卡比;西蒙·卡洛;苏可·欧拉;柯马尔·迪恩-埃利斯,剧情;传记;历史,英国 / 美国,英语 / 乌尔都语 / 印地语,2017-09-03(威尼斯电影节);2017-09-15(英国);2017-10-06(美国)
黑夜传说5：血战,安娜·福斯特,凯文·格雷维奥斯;伦·怀斯曼;科里·古德曼;丹尼·麦克布莱德,凯特·贝金赛尔;提奥·詹姆斯;托比亚斯·门基斯;劳拉·普沃;查尔斯·丹斯;詹姆斯·福克纳;彼得·安德森;布莱德利·詹姆斯;黛茜·海德,动作;惊悚;奇幻,美国,英语 / 乌克兰语,2016-11-24(俄罗斯);2017-01-06(美国)
神偷奶爸2,皮埃尔·柯芬;克里斯·雷纳德,辛科·保罗;肯·道里欧,史蒂夫·卡瑞尔;克里斯汀·韦格;本杰明·布拉特;米兰达·卡斯格拉夫;拉塞尔·布兰德;郑肯;史蒂夫·库根;艾尔西·费舍尔;达纳·盖尔;莫伊塞斯·阿里亚斯;纳西姆·帕杜雷德;克里斯汀·沙尔;皮埃尔·柯芬;克里斯·雷纳德;尼科莱·斯托伊洛夫;瓦妮莎·贝尔,喜剧;动画;冒险,美国,英语 / 乌克兰语,2014-01-10(中国大陆);2013-07-03(美国)
51号星球,Jorge Blanco,Joe Stillman,道恩·强森;杰西卡·贝尔;贾斯汀·朗;加里·奥德曼;西恩·威廉·斯科特;约翰·克立斯;Freddie Benedict;Alan Marriott;马修·豪勒;詹姆斯·柯登,喜剧;科幻;动画;家庭;奇幻;冒险,西班牙 / 英国 / 美国,英语 / 西班牙,2009/11/20
第一夫人,帕布罗·拉雷恩,诺亚·奥本海姆,娜塔莉·波特曼;彼得·萨斯加德;格蕾塔·葛韦格;比利·克鲁德普;约翰·赫特;理查德·E·格兰特;卡斯珀·菲利普森;贝丝·格兰特;约翰·卡洛·林奇;马克斯·凯塞拉;萨拉·维哈根;海伦·库恩;黛博拉·芬德莱;克里·约翰逊;艾登·奥黑尔,剧情;传记;历史,美国 / 法国 / 智利,英语 / 西班牙语,2018-01-19(中国大陆);2016-09-07(威尼斯电影节);2016-12-02(美国)
美国行动,道格·里曼,加里·斯皮内利,汤姆·克鲁斯;萨拉·赖特;多姆纳尔·格里森;杰西·普莱蒙;卡赖伯·兰德里·琼斯;罗拉·科克;杰玛·梅斯;康纳·特里内尔;本尼托·马丁内斯;艾普尔·比尔林斯利;杰德·瑞斯;斯蒂芬·考特尔;罗伯特·普拉尔戈;E·罗杰·米切尔;贾斯蒂斯·利克;莎朗·莫里斯;罗伯特·法里奥尔;亚历杭德罗·埃达,喜剧;动作;传记;犯罪,美国,英语 / 西班牙语,2018(中国大陆);2017-08-18(台湾);2017-09-29(美国)
寻梦环游记,李·昂克里奇;阿德里安·莫利纳,阿德里安·莫利纳;马修·奥尔德里奇;李·昂克里奇;詹森·卡茨,安东尼·冈萨雷斯;盖尔·加西亚·贝纳尔;本杰明·布拉特;阿兰纳·乌巴奇;芮妮·维克托;杰米·卡米尔;阿方索·阿雷奥;赫伯特·西古恩萨;加布里埃尔·伊格莱西亚斯;隆巴多·博伊尔;安娜·奥菲丽亚·莫吉亚;娜塔丽·科尔多瓦;赛琳娜·露娜;爱德华·詹姆斯·奥莫斯;索菲亚·伊斯皮诺萨;卡拉·梅迪纳;黛娅娜·欧特里;路易斯·瓦尔德斯;布兰卡·阿拉切利;萨尔瓦多·雷耶斯;切奇·马林;奥克塔维·索利斯;约翰·拉岑贝格,喜剧;动画;音乐;家庭;冒险,美国,英语 / 西班牙语,2017-11-24(中国大陆);2017-10-20(莫雷利亚电影节);2017-11-22(美国)
母女大战,乔纳森·莱文,凯迪·迪波德,艾米·舒默;歌蒂·韩;伊克·巴里霍尔兹;瑞雯·古德温;兰道尔·朴;婉妲·塞克丝;琼·库萨克;奥斯卡·贾恩那达;克里斯托弗·米洛尼;吉姆·卡拉梅尔勒;凯迪·迪波德;丹尼尔·贝斯;汤姆·巴特曼;卡洛斯·迪亚兹;阿图罗·卡斯特罗;汤姆·蔡,喜剧,美国,英语 / 西班牙语,2017-05-12(美国)
如何成为拉丁情人,肯·马里诺,克里斯·西班;乔恩·扎克,欧赫尼奥·德尔维斯;萨尔玛·海耶克;罗伯·劳;克里斯汀·贝尔;拉斐尔·亚历杭德罗;迈克尔·塞拉;罗伯·考德瑞;麦肯娜·格瑞丝;罗布·许贝尔;罗伯·里格尔;拉蔻儿·薇芝;琳达·拉文;奥马尔·查帕罗;蕾妮·泰勒;瓦迪尔·德尔贝斯,喜剧,美国,英语 / 西班牙语,2017-04-28(美国)
老幸运,约翰·卡洛·林奇,洛根·斯帕克斯;德拉戈·苏蒙佳,哈利·戴恩·斯坦通;大卫·林奇;朗·里维斯顿;小艾德·博格里;汤姆·斯凯里特;贝丝·格兰特;詹姆斯·达伦;巴里·沙巴卡·亨利;伊冯娜·赫夫;雨果·阿姆斯特朗;贝蒂拉·达马斯;安娜·梅塞德斯;艾米·克莱尔,剧情;喜剧,美国,英语 / 西班牙语,2017-03-11(西南偏南电影节);2017-09-29(美国)
金刚狼3：殊死一战,詹姆斯·曼高德,詹姆斯·曼高德;迈克尔·格林;斯科特·弗兰克,休·杰克曼;帕特里克·斯图尔特;达芙妮·基恩;波伊德·霍布鲁克;斯戴芬·莫昌特;伊丽莎白·罗德里格斯;多丽丝·莫尔加多;理查德·E·格兰特;玛丽·佩顿·斯图尔特;伊利斯·尼尔;艾瑞琪·拉·塞拉;劳伦·格罗斯;胡安·贾斯帕;克日什托夫·索什斯基;萨博·班克森,剧情;动作;科幻,美国,英语 / 西班牙语,2017-03-03(中国大陆/美国);2017-02-17(柏林电影节);2017-05-16(黑白版)
刺客信条,贾斯汀·库泽尔,比尔·科拉奇;亚当·库珀;迈克尔·莱斯利,迈克尔·法斯宾德;玛丽昂·歌迪亚;杰瑞米·艾恩斯;布莱丹·格里森;夏洛特·兰普林;迈克尔·肯尼斯·威廉姆斯;德尼·梅诺谢;亚里安妮·拉贝德;赫立德·阿卜杜拉;埃茜·戴维斯;马蒂亚斯·瓦雷拉;卡勒姆·特纳;卡洛斯·巴登;哈维尔·古铁雷斯;霍威克·库区科利安,动作;科幻;历史;冒险,美国 / 法国 / 香港 / 英国 / 台湾 / 马耳他 / 加拿大,英语 / 西班牙语,2017-02-24(中国大陆);2016-12-21(美国)
吾父吾血,让-弗朗西斯·瑞切,彼得·克莱格;安德丽亚·贝尔洛夫,梅尔·吉布森;艾琳·莫里亚蒂;迭戈·卢纳;迈克尔·帕克斯;威廉姆·H·梅西;米盖尔·桑多瓦尔;戴尔·迪奇;理查德·卡夫拉尔;Daniel Moncada;瑞恩·多尔西;劳尔·特鲁希洛,动作;惊悚,法国,英语 / 西班牙语,2016-05-21(戛纳电影节)
顽石之拳,乔纳森·加库波维兹,乔纳森·加库波维兹,埃德加·拉米雷兹;罗伯特·德尼罗;亚瑟·雷蒙德;卢宾·布雷兹;安娜·德·阿玛斯;佩德罗·佩雷斯;奥斯卡·贾恩那达;约翰·特托罗;艾伦·巴金;朱尼·斯莫利特;杨希·亚瑞斯;德瑞娜·德尼罗;伊尔萨.罗萨里奥;安东尼·莫利纳利;瑞克·艾弗里,剧情;动作;传记;运动,巴拿马 / 美国,英语 / 西班牙语,2016-05-16(戛纳电影节);2016-08-26(美国)
乌龙特派员,瑞奇·热维斯,瑞奇·热维斯,瑞奇·热维斯;艾瑞克·巴纳;维拉·法米加;凯莉·麦克唐纳;梅根·赫弗恩;亚美莉卡·费雷拉;本杰明·布拉特;凯文·波拉克;劳尔·卡斯提洛;吉姆·诺顿,喜剧,英国 / 加拿大 / 美国,英语 / 西班牙语,2016-04-29(美国)
地心营救,派翠西亚·里根,约瑟·里韦拉;克莱格·鲍登;米科·艾伦;菲利普·迈克尔·托马斯;赫克托·托伯,安东尼奥·班德拉斯;朱丽叶·比诺什;罗德里戈·桑托罗;娜奥米·斯科特;科特·德·巴勃罗;卢·戴蒙德·菲利普斯;詹姆斯·布洛林;加布里埃尔·伯恩;鲍勃·冈顿;凯特·德尔·卡斯蒂洛;贾克波·瓦格斯;马里奥·卡萨斯;艾德里安娜·巴拉扎;奥斯卡·努内斯;豪尔赫·迪亚斯;特诺切·韦尔塔;宝琳娜·加西亚;费德里科·路皮;胡安·巴勃罗·萨拉梅利亚,剧情;传记;历史,美国 / 智利,英语 / 西班牙语,2016-03-04(中国大陆);2015-08-06(智利)
我的初恋女孩,克勒姆·桑加,克勒姆·桑加,迪兰·格鲁拉;布里安娜·希德布兰德;马特奥·阿里亚斯;帕梅拉·阿德龙;蒂姆·海德克;卡梅伦·埃斯波西托;埃里克·格里芬;珍妮弗·普雷迪格;安娜·德拉·克鲁兹;劳拉·帕塔拉诺,剧情;喜剧;爱情;同性,美国,英语 / 西班牙语,2016-01-24(圣丹斯电影节);2016-10-18(美国)
幻象,凯文·格劳特,L·D·高菲冈;卢卡斯·苏斯曼,艾拉·菲舍尔;吉姆·帕森斯;安松·蒙特;吉莉安·雅各布斯;拜斯·约翰逊;罗伯托·桑切斯;伊娃·朗格利亚;杰夫·布兰森;约翰·德·兰西;乔安娜·卡西迪,惊悚;恐怖,美国,英语 / 西班牙语,2016-01-19(美国)
小大人,艾拉·萨克斯,艾拉·萨克斯;毛里西奥·扎克瑞亚斯,詹妮弗·艾莉;阿尔弗雷德·莫里纳;格雷戈·金尼尔;塔利亚·巴尔萨姆;克莱尔·弗利;宝琳娜·加西亚;安迪·卡尔;尤隆达·罗斯;阿瑟·J·纳斯加勒拉;迈克尔·巴尔别里;西奥·泰普里兹,剧情;儿童,美国 / 希腊,英语 / 西班牙语,2016-01-14(圣丹斯电影节);2016-02-13(柏林电影节)
奋斗的乔伊,大卫·O·拉塞尔,大卫·O·拉塞尔;安妮·玛莫罗,詹妮弗·劳伦斯;罗伯特·德尼罗;埃德加·拉米雷兹;布莱德利·库珀;戴安·拉德;维吉妮娅·马德森;伊莎贝拉·罗西里尼;达丝莎·坡兰科;伊丽莎白·霍尔姆;苏珊·卢琪;劳拉·怀特;莫里斯·贝纳德;唐娜·米尔斯;吉米·让-刘易斯;约翰·伊诺斯三世;埃里卡·麦克德莫特,剧情;喜剧;传记,美国,英语 / 西班牙语,2015-12-25(美国)
